PlayerName,CourseName,LayoutName,Date,Total,+/-,Hole1,Hole2,Hole3,Hole4,Hole5,Hole6,Hole7,Hole8,Hole9,Hole10,Hole11,Hole12,Hole13,Hole14,Hole15,Hole16,Hole17,Hole18,Hole19,Hole20,Hole21,Hole22,Hole23,Hole24,Hole25,Hole26,Hole27
Par,Bochum Volkspark Langendreer ,NORMAL,2020-05-22 13:41,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Jens,Bochum Volkspark Langendreer ,NORMAL,2020-05-22 13:41,48,16,5,6,3,4,4,5,4,6,6,5,,,,,,,,,,,,,,,,,
Nina,Bochum Volkspark Langendreer ,NORMAL,2020-05-22 13:41,54,22,4,9,4,4,7,7,5,6,4,4,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-05-22 13:41,40,8,3,7,3,4,4,4,3,5,3,4,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-05-22 15:08,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-05-22 15:08,42,10,4,4,4,4,4,5,4,3,6,4,,,,,,,,,,,,,,,,,
Jens,Bochum Volkspark Langendreer ,NORMAL,2020-05-22 15:08,45,13,4,5,4,5,4,4,4,6,4,5,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-05-26 17:51,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-05-26 17:51,39,7,3,5,4,4,4,5,3,5,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-08-21 14:56,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-08-21 14:56,41,9,5,5,5,4,4,4,3,4,4,3,,,,,,,,,,,,,,,,,
Maren,Bochum Volkspark Langendreer ,NORMAL,2020-08-21 14:56,50,18,4,7,4,4,4,6,5,6,4,6,,,,,,,,,,,,,,,,,
Adham,Bochum Volkspark Langendreer ,NORMAL,2020-08-21 14:56,35,3,2,4,4,3,3,5,3,4,4,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-08-25 17:15,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-08-25 17:15,39,7,5,5,5,4,3,4,3,4,3,3,,,,,,,,,,,,,,,,,
Olaf,Bochum Volkspark Langendreer ,NORMAL,2020-08-25 17:15,46,14,5,6,5,4,4,8,3,5,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-09-09 16:08,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-09-09 16:08,39,7,4,3,3,4,4,6,4,6,2,3,,,,,,,,,,,,,,,,,
Olaf,Bochum Volkspark Langendreer ,NORMAL,2020-09-09 16:08,50,18,5,4,4,7,5,7,4,6,4,4,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-09-10 15:19,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-09-10 15:19,44,12,4,5,3,4,5,8,3,4,4,4,,,,,,,,,,,,,,,,,
Olaf,Bochum Volkspark Langendreer ,NORMAL,2020-09-10 15:19,45,13,4,5,5,3,4,5,6,6,3,4,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-09-14 19:14,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-09-14 19:14,37,5,4,3,4,3,4,4,4,4,4,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-09-18 18:22,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-09-18 18:22,37,5,6,5,3,3,3,4,3,4,3,3,,,,,,,,,,,,,,,,,
Rocker Jens,Bochum Volkspark Langendreer ,NORMAL,2020-09-18 18:22,44,12,4,6,4,3,4,7,3,5,3,5,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-10-02 18:44,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-10-02 18:44,25,5,3,6,3,3,4,6,0,0,0,0,,,,,,,,,,,,,,,,,
Rocker Jens,Bochum Volkspark Langendreer ,NORMAL,2020-10-02 18:44,26,6,4,5,3,4,5,5,0,0,0,0,,,,,,,,,,,,,,,,,
Domi Bochum,Bochum Volkspark Langendreer ,NORMAL,2020-10-02 18:44,28,8,4,5,4,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,
Micha Bochum,Bochum Volkspark Langendreer ,NORMAL,2020-10-02 18:44,24,4,3,5,4,3,5,4,0,0,0,0,,,,,,,,,,,,,,,,,
Tanja Bochum,Bochum Volkspark Langendreer ,NORMAL,2020-10-02 18:44,31,11,4,7,4,4,5,7,0,0,0,0,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-10-07 10:09,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-10-07 10:09,42,10,5,5,5,4,4,6,3,4,2,4,,,,,,,,,,,,,,,,,
Olaf,Bochum Volkspark Langendreer ,NORMAL,2020-10-07 10:09,46,14,4,5,4,5,4,7,5,5,3,4,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-10-08 15:06,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Olaf,Bochum Volkspark Langendreer ,NORMAL,2020-10-08 15:06,42,10,3,5,5,3,4,5,3,6,3,5,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-10-08 15:06,41,9,3,4,6,3,5,5,3,5,3,4,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-10-12 17:31,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-10-12 17:31,43,11,3,5,3,5,4,8,3,4,4,4,,,,,,,,,,,,,,,,,
Rocker Jens,Bochum Volkspark Langendreer ,NORMAL,2020-10-12 17:31,40,8,4,4,3,3,4,6,3,6,3,4,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-10-17 13:51,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-10-17 13:51,37,5,3,5,4,3,3,5,3,5,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-10-21 15:06,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-10-21 15:06,41,9,5,6,3,3,5,6,3,4,3,3,,,,,,,,,,,,,,,,,
Olaf,Bochum Volkspark Langendreer ,NORMAL,2020-10-21 15:06,40,8,3,8,3,4,4,5,3,4,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-10-30 15:58,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Rocker Jens,Bochum Volkspark Langendreer ,NORMAL,2020-10-30 15:58,35,3,3,5,3,2,4,4,3,4,4,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-10-30 15:58,38,6,3,5,4,4,4,5,3,4,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-10-30 16:53,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-10-30 16:53,22,3,3,5,3,4,3,0,4,0,0,0,,,,,,,,,,,,,,,,,
Rocker Jens,Bochum Volkspark Langendreer ,NORMAL,2020-10-30 16:53,26,7,5,5,4,3,5,0,4,0,0,0,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-10-31 14:50,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-10-31 14:50,39,7,3,7,2,3,3,5,3,5,4,4,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-11-01 14:21,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-11-01 14:21,39,7,4,4,4,3,3,7,3,4,3,4,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-11-02 14:55,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-11-02 14:55,41,9,3,5,3,5,5,6,3,4,4,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-11-02 15:47,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-11-02 15:47,38,6,4,4,4,2,5,5,3,4,3,4,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-11-03 15:57,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-11-03 15:57,38,6,3,4,3,3,3,7,3,4,4,4,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-11-06 13:12,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-11-06 13:12,36,4,3,4,3,4,4,4,2,4,4,4,,,,,,,,,,,,,,,,,
Maren,Bochum Volkspark Langendreer ,NORMAL,2020-11-06 13:12,55,23,4,9,6,5,7,7,4,6,3,4,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-11-07 12:26,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-11-07 12:26,34,2,3,5,4,4,3,3,3,4,3,2,,,,,,,,,,,,,,,,,
Rocker Jens,Bochum Volkspark Langendreer ,NORMAL,2020-11-07 12:26,37,5,4,4,4,3,4,4,3,5,3,3,,,,,,,,,,,,,,,,,
Micha Bochum,Bochum Volkspark Langendreer ,NORMAL,2020-11-07 12:26,35,3,3,5,4,3,3,4,3,4,3,3,,,,,,,,,,,,,,,,,
Stefan Hobbit,Bochum Volkspark Langendreer ,NORMAL,2020-11-07 12:26,40,8,4,4,4,3,4,5,3,5,4,4,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-11-07 13:40,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-11-07 13:40,38,6,4,5,4,5,3,4,3,4,3,3,,,,,,,,,,,,,,,,,
Rocker Jens,Bochum Volkspark Langendreer ,NORMAL,2020-11-07 13:40,36,4,2,5,3,4,4,5,3,4,3,3,,,,,,,,,,,,,,,,,
Micha Bochum,Bochum Volkspark Langendreer ,NORMAL,2020-11-07 13:40,39,7,3,5,4,4,4,4,3,5,3,4,,,,,,,,,,,,,,,,,
Stefan Hobbit,Bochum Volkspark Langendreer ,NORMAL,2020-11-07 13:40,40,8,4,5,4,4,4,4,4,4,3,4,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-11-11 15:08,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-11-11 15:08,39,7,3,6,4,5,4,4,3,4,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-11-15 13:23,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-11-15 13:23,37,5,3,6,3,3,3,5,4,4,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-11-18 13:03,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-11-18 13:03,40,8,4,5,4,3,5,5,5,3,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-11-18 13:57,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-11-18 13:57,42,10,4,4,4,6,3,5,3,4,5,4,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-11-20 14:07,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-11-20 14:07,35,3,4,4,3,2,3,4,4,4,4,3,,,,,,,,,,,,,,,,,
Olaf,Bochum Volkspark Langendreer ,NORMAL,2020-11-20 14:07,38,6,3,5,3,4,4,4,3,5,4,3,,,,,,,,,,,,,,,,,
Lennard,Bochum Volkspark Langendreer ,NORMAL,2020-11-20 14:07,40,8,3,5,4,3,3,6,4,5,4,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-11-20 15:03,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-11-20 15:03,36,4,2,5,3,3,3,5,3,5,4,3,,,,,,,,,,,,,,,,,
Olaf,Bochum Volkspark Langendreer ,NORMAL,2020-11-20 15:03,37,5,3,5,3,4,3,5,3,4,3,4,,,,,,,,,,,,,,,,,
Lennard,Bochum Volkspark Langendreer ,NORMAL,2020-11-20 15:03,37,5,2,4,3,3,3,6,5,4,3,4,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-11-24 14:06,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-11-24 14:06,37,5,5,4,3,4,3,4,5,4,3,2,,,,,,,,,,,,,,,,,
Olaf,Bochum Volkspark Langendreer ,NORMAL,2020-11-24 14:06,38,6,3,4,4,4,4,4,4,5,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-11-24 15:04,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-11-24 15:04,38,6,3,5,3,4,4,6,4,4,2,3,,,,,,,,,,,,,,,,,
Olaf,Bochum Volkspark Langendreer ,NORMAL,2020-11-24 15:04,36,4,3,4,3,3,4,5,3,5,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-11-25 13:59,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-11-25 13:59,34,2,3,4,3,3,4,5,3,4,2,3,,,,,,,,,,,,,,,,,
Lennard,Bochum Volkspark Langendreer ,NORMAL,2020-11-25 13:59,35,3,3,5,4,3,3,5,2,4,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-11-25 15:00,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-11-25 15:00,38,6,3,4,5,4,4,4,4,4,3,3,,,,,,,,,,,,,,,,,
Lennard,Bochum Volkspark Langendreer ,NORMAL,2020-11-25 15:00,36,4,3,4,3,3,3,4,4,4,5,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-11-26 13:04,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-11-26 13:04,37,5,2,6,6,3,3,4,3,4,3,3,,,,,,,,,,,,,,,,,
Olaf,Bochum Volkspark Langendreer ,NORMAL,2020-11-26 13:04,40,8,3,6,3,3,4,5,4,4,3,5,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-11-27 13:39,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-11-27 13:39,37,5,3,4,4,2,5,4,3,4,5,3,,,,,,,,,,,,,,,,,
Olaf,Bochum Volkspark Langendreer ,NORMAL,2020-11-27 13:39,42,10,4,6,2,4,5,5,3,6,3,4,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-11-27 14:33,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-11-27 14:33,36,4,3,4,4,4,4,4,3,4,2,4,,,,,,,,,,,,,,,,,
Olaf,Bochum Volkspark Langendreer ,NORMAL,2020-11-27 14:33,39,7,3,4,4,3,6,4,3,5,4,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-12-02 12:57,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-12-02 12:57,38,6,4,5,4,3,3,7,2,4,3,3,,,,,,,,,,,,,,,,,
Olaf,Bochum Volkspark Langendreer ,NORMAL,2020-12-02 12:57,39,7,3,5,4,4,3,4,4,5,3,4,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-12-04 14:45,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-12-04 14:45,33,1,2,4,3,4,4,4,2,4,3,3,,,,,,,,,,,,,,,,,
Lennard,Bochum Volkspark Langendreer ,NORMAL,2020-12-04 14:45,41,9,4,7,2,3,5,4,4,5,3,4,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-12-04 15:47,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-12-04 15:47,34,2,4,4,3,3,3,4,3,4,2,4,,,,,,,,,,,,,,,,,
Lennard,Bochum Volkspark Langendreer ,NORMAL,2020-12-04 15:47,37,5,4,5,2,4,4,4,3,4,4,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-12-06 11:51,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-12-06 11:51,33,1,4,5,4,3,3,3,2,4,2,3,,,,,,,,,,,,,,,,,
Tigga,Bochum Volkspark Langendreer ,NORMAL,2020-12-06 11:51,34,2,3,5,3,3,3,4,2,4,3,4,,,,,,,,,,,,,,,,,
Natalie Beringer,Bochum Volkspark Langendreer ,NORMAL,2020-12-06 11:51,40,8,3,4,3,4,4,5,3,6,4,4,,,,,,,,,,,,,,,,,
Raphael,Bochum Volkspark Langendreer ,NORMAL,2020-12-06 11:51,40,8,4,5,4,5,3,4,3,4,4,4,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-12-06 13:47,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian + Natalie Beringer,Bochum Volkspark Langendreer ,NORMAL,2020-12-06 13:47,31,-1,3,3,3,3,3,3,4,3,3,3,,,,,,,,,,,,,,,,,
Tigga + Raphael,Bochum Volkspark Langendreer ,NORMAL,2020-12-06 13:47,33,1,3,4,3,3,3,3,3,4,3,4,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-12-11 13:17,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-12-11 13:17,34,2,3,6,3,2,3,3,2,5,3,4,,,,,,,,,,,,,,,,,
Lennard,Bochum Volkspark Langendreer ,NORMAL,2020-12-11 13:17,40,8,4,4,4,4,4,5,4,4,4,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-12-11 14:35,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-12-11 14:35,36,4,3,5,4,4,3,4,3,4,2,4,,,,,,,,,,,,,,,,,
Lennard,Bochum Volkspark Langendreer ,NORMAL,2020-12-11 14:35,35,3,3,7,3,3,3,4,2,4,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-12-12 14:06,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-12-12 14:06,37,5,4,5,4,4,3,5,3,3,3,3,,,,,,,,,,,,,,,,,
