PlayerName,CourseName,LayoutName,Date,Total,+/-,Hole1,Hole2,Hole3,Hole4,Hole5,Hole6,Hole7,Hole8,Hole9,Hole10,Hole11,Hole12,Hole13,Hole14,Hole15,Hole16,Hole17,Hole18,Hole19,Hole20,Hole21,Hole22,Hole23,Hole24,Hole25,Hole26,Hole27
Rocker Jens,Bochum Volkspark Langendreer ,NORMAL,2020-12-12 14:06,37,5,3,5,3,3,4,5,3,4,3,4,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-12-12 15:00,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-12-12 15:00,33,1,2,4,3,3,3,4,3,3,4,4,,,,,,,,,,,,,,,,,
Rocker Jens,Bochum Volkspark Langendreer ,NORMAL,2020-12-12 15:00,34,2,3,3,3,4,3,5,3,4,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-12-13 14:51,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-12-13 14:51,35,3,3,5,4,4,3,4,3,4,3,2,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-12-14 15:07,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-12-14 15:07,37,5,3,7,4,2,3,5,3,4,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-12-16 13:09,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-12-16 13:09,36,4,3,5,3,3,4,5,3,4,3,3,,,,,,,,,,,,,,,,,
Olaf,Bochum Volkspark Langendreer ,NORMAL,2020-12-16 13:09,43,11,3,8,5,5,4,5,3,4,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-12-16 13:54,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-12-16 13:54,43,11,5,6,3,3,3,7,3,5,4,4,,,,,,,,,,,,,,,,,
Olaf,Bochum Volkspark Langendreer ,NORMAL,2020-12-16 13:54,42,10,5,5,4,4,5,4,3,6,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-12-17 13:19,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-12-17 13:19,40,8,3,4,3,3,4,5,5,5,4,4,,,,,,,,,,,,,,,,,
Olaf,Bochum Volkspark Langendreer ,NORMAL,2020-12-17 13:19,43,11,3,5,3,4,4,7,3,6,4,4,,,,,,,,,,,,,,,,,
Lennard,Bochum Volkspark Langendreer ,NORMAL,2020-12-17 13:19,36,4,4,6,2,3,5,3,3,4,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-12-19 15:08,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-12-19 15:08,39,7,3,6,4,2,4,5,3,5,4,3,,,,,,,,,,,,,,,,,
Jens,Bochum Volkspark Langendreer ,NORMAL,2020-12-19 15:08,40,8,4,5,3,4,4,5,4,4,3,4,,,,,,,,,,,,,,,,,
Nina,Bochum Volkspark Langendreer ,NORMAL,2020-12-19 15:08,60,28,7,8,6,6,7,7,5,5,4,5,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-12-21 14:19,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-12-21 14:19,38,6,3,5,3,5,4,5,3,3,3,4,,,,,,,,,,,,,,,,,
Rocker Jens,Bochum Volkspark Langendreer ,NORMAL,2020-12-21 14:19,38,6,3,5,3,4,4,5,3,4,4,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-12-21 15:12,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-12-21 15:12,37,5,4,5,3,4,4,5,3,4,3,2,,,,,,,,,,,,,,,,,
Rocker Jens,Bochum Volkspark Langendreer ,NORMAL,2020-12-21 15:12,40,8,4,6,4,4,4,4,3,5,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-12-28 14:34,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-12-28 14:34,38,6,3,5,4,3,3,5,4,5,4,2,,,,,,,,,,,,,,,,,
Rocker Jens,Bochum Volkspark Langendreer ,NORMAL,2020-12-28 14:34,35,3,3,5,3,3,3,5,3,4,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-12-28 15:20,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-12-28 15:20,33,1,3,5,3,3,3,5,2,4,2,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2020-12-29 14:48,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2020-12-29 14:48,37,5,3,5,3,4,3,6,2,4,3,4,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-01-06 10:54,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-01-06 10:54,35,3,3,3,3,4,5,4,3,4,2,4,,,,,,,,,,,,,,,,,
Lennard,Bochum Volkspark Langendreer ,NORMAL,2021-01-06 10:54,35,3,3,5,3,2,4,4,4,4,3,3,,,,,,,,,,,,,,,,,
Trainingsprofil,Bochum Volkspark Langendreer ,NORMAL,2021-01-06 10:54,42,10,4,4,4,4,3,9,3,4,3,4,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-01-06 12:24,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-01-06 12:24,39,7,4,5,3,4,4,5,5,3,3,3,,,,,,,,,,,,,,,,,
Lennard,Bochum Volkspark Langendreer ,NORMAL,2021-01-06 12:24,37,5,3,7,3,3,3,4,4,4,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-01-09 15:04,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-01-09 15:04,41,9,4,4,4,5,3,5,2,4,5,5,,,,,,,,,,,,,,,,,
Rocker Jens,Bochum Volkspark Langendreer ,NORMAL,2021-01-09 15:04,37,5,3,6,4,3,3,5,3,4,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-01-12 15:07,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-01-12 15:07,36,4,3,5,3,3,3,5,3,4,3,4,,,,,,,,,,,,,,,,,
Rocker Jens,Bochum Volkspark Langendreer ,NORMAL,2021-01-12 15:07,38,6,4,5,3,3,4,5,3,5,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-01-12 16:08,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-01-12 16:08,38,6,4,5,4,3,3,5,3,5,3,3,,,,,,,,,,,,,,,,,
Rocker Jens,Bochum Volkspark Langendreer ,NORMAL,2021-01-12 16:08,39,7,3,6,3,3,4,5,3,4,4,4,,,,,,,,,,,,,,,,,
Lennard,Bochum Volkspark Langendreer ,NORMAL,2021-01-12 16:08,33,1,2,5,3,3,3,4,3,4,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-01-16 14:16,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-01-16 14:16,35,3,3,4,5,4,3,5,2,4,3,2,,,,,,,,,,,,,,,,,
Lennard,Bochum Volkspark Langendreer ,NORMAL,2021-01-16 14:16,38,6,3,6,3,3,3,5,3,5,4,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-01-16 15:08,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-01-16 15:08,39,7,3,6,4,3,3,4,4,4,4,4,,,,,,,,,,,,,,,,,
Lennard,Bochum Volkspark Langendreer ,NORMAL,2021-01-16 15:08,35,3,2,6,4,3,3,5,3,3,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-01-20 15:05,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-01-20 15:05,37,5,4,3,5,3,3,4,3,4,5,3,,,,,,,,,,,,,,,,,
Olaf,Bochum Volkspark Langendreer ,NORMAL,2021-01-20 15:05,42,10,4,6,4,3,4,6,4,4,4,3,,,,,,,,,,,,,,,,,
Lennard,Bochum Volkspark Langendreer ,NORMAL,2021-01-20 15:05,38,6,5,6,3,2,4,5,3,4,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-01-20 16:05,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-01-20 16:05,42,10,3,5,5,4,5,4,3,5,5,3,,,,,,,,,,,,,,,,,
Rocker Jens,Bochum Volkspark Langendreer ,NORMAL,2021-01-20 16:05,37,5,3,4,4,3,4,5,3,4,3,4,,,,,,,,,,,,,,,,,
Olaf,Bochum Volkspark Langendreer ,NORMAL,2021-01-20 16:05,42,10,5,5,4,4,4,5,4,5,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-01-23 14:47,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-01-23 14:47,35,3,4,5,2,3,3,3,3,5,3,4,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-01-25 13:28,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-01-25 13:28,36,4,4,6,2,3,3,5,3,3,3,4,,,,,,,,,,,,,,,,,
Lennard,Bochum Volkspark Langendreer ,NORMAL,2021-01-25 13:28,32,0,3,3,2,3,4,4,3,4,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-01-25 14:13,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Danny + Grauhaar,Bochum Volkspark Langendreer ,NORMAL,2021-01-25 14:13,30,-2,4,4,2,2,3,3,3,4,2,3,,,,,,,,,,,,,,,,,
Lennart + Julian,Bochum Volkspark Langendreer ,NORMAL,2021-01-25 14:13,31,-1,3,4,3,2,2,4,3,4,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-01-30 14:39,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-01-30 14:39,35,3,4,6,3,3,3,3,4,3,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-01-31 16:40,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-01-31 16:40,35,3,2,4,4,3,3,4,5,4,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-02-01 11:02,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-02-01 11:02,34,2,2,5,4,3,3,4,3,4,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-02-04 11:20,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-02-04 11:20,36,4,3,5,5,3,3,3,2,5,4,3,,,,,,,,,,,,,,,,,
Rocker Jens,Bochum Volkspark Langendreer ,NORMAL,2021-02-04 11:20,34,2,4,4,3,3,3,4,3,4,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-02-04 12:06,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-02-04 12:06,34,2,3,4,3,3,4,5,3,4,3,2,,,,,,,,,,,,,,,,,
Rocker Jens,Bochum Volkspark Langendreer ,NORMAL,2021-02-04 12:06,35,3,3,5,3,3,3,5,3,4,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-02-05 16:04,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-02-05 16:04,40,8,3,4,5,7,4,4,3,4,3,3,,,,,,,,,,,,,,,,,
Lennard,Bochum Volkspark Langendreer ,NORMAL,2021-02-05 16:04,35,3,3,5,3,3,3,4,4,3,2,5,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-02-05 17:04,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-02-05 17:04,33,1,3,4,3,3,3,4,3,4,3,3,,,,,,,,,,,,,,,,,
Lennard,Bochum Volkspark Langendreer ,NORMAL,2021-02-05 17:04,31,-1,2,5,3,3,3,4,3,3,2,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-02-15 14:40,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-02-15 14:40,35,3,3,3,4,2,3,4,3,4,4,5,,,,,,,,,,,,,,,,,
Lennard,Bochum Volkspark Langendreer ,NORMAL,2021-02-15 14:40,33,1,3,4,3,3,3,4,3,4,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-02-16 14:32,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-02-16 14:32,32,0,3,3,3,4,4,3,2,4,3,3,,,,,,,,,,,,,,,,,
Olaf,Bochum Volkspark Langendreer ,NORMAL,2021-02-16 14:32,41,9,5,4,4,4,4,5,4,5,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-02-18 15:25,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-02-18 15:25,33,1,3,3,3,3,4,6,2,4,2,3,,,,,,,,,,,,,,,,,
Phillip,Bochum Volkspark Langendreer ,NORMAL,2021-02-18 15:25,45,13,5,5,5,4,5,5,4,4,4,4,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-02-19 10:31,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-02-19 10:31,35,3,2,4,3,5,4,5,3,4,2,3,,,,,,,,,,,,,,,,,
Lennard,Bochum Volkspark Langendreer ,NORMAL,2021-02-19 10:31,34,2,3,4,4,3,3,3,3,5,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-02-19 11:23,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-02-19 11:23,36,4,3,5,3,3,2,7,3,4,3,3,,,,,,,,,,,,,,,,,
Lennard,Bochum Volkspark Langendreer ,NORMAL,2021-02-19 11:23,38,6,3,4,4,5,4,4,4,4,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-02-20 14:53,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-02-20 14:53,31,-1,3,3,3,3,3,4,3,4,3,2,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-02-20 16:31,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-02-20 16:31,36,4,3,4,3,3,3,5,4,4,4,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-02-22 16:24,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-02-22 16:24,31,-1,2,4,4,4,3,4,2,3,2,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-02-26 16:12,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-02-26 16:12,37,5,4,4,3,3,4,5,3,5,3,3,,,,,,,,,,,,,,,,,
Rocker Jens,Bochum Volkspark Langendreer ,NORMAL,2021-02-26 16:12,39,7,3,6,3,4,4,5,4,4,3,3,,,,,,,,,,,,,,,,,
Stefan Hobbit,Bochum Volkspark Langendreer ,NORMAL,2021-02-26 16:12,42,10,3,6,4,4,4,5,3,5,4,4,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-02-26 17:10,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-02-26 17:10,42,10,4,7,4,3,4,7,2,4,3,4,,,,,,,,,,,,,,,,,
Rocker Jens,Bochum Volkspark Langendreer ,NORMAL,2021-02-26 17:10,38,6,3,6,3,3,4,5,3,5,3,3,,,,,,,,,,,,,,,,,
Stefan Hobbit,Bochum Volkspark Langendreer ,NORMAL,2021-02-26 17:10,42,10,5,6,3,3,5,5,4,5,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-02-28 15:51,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-02-28 15:51,37,5,3,6,5,2,4,4,3,4,3,3,,,,,,,,,,,,,,,,,
Rocker Jens,Bochum Volkspark Langendreer ,NORMAL,2021-02-28 15:51,40,8,4,5,4,3,4,6,3,4,4,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-02-28 16:35,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-02-28 16:35,37,5,4,5,3,3,3,7,3,4,3,2,,,,,,,,,,,,,,,,,
Rocker Jens,Bochum Volkspark Langendreer ,NORMAL,2021-02-28 16:35,34,2,3,5,2,4,3,4,3,4,2,4,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-03-03 12:24,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-03-03 12:24,41,9,6,4,4,3,3,5,4,4,4,4,,,,,,,,,,,,,,,,,
Rocker Jens,Bochum Volkspark Langendreer ,NORMAL,2021-03-03 12:24,36,4,3,5,3,4,3,5,3,4,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-03-03 13:05,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-03-03 13:05,39,7,5,4,3,4,4,6,3,4,3,3,,,,,,,,,,,,,,,,,
Rocker Jens,Bochum Volkspark Langendreer ,NORMAL,2021-03-03 13:05,36,4,3,6,4,3,3,4,3,4,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-03-11 14:59,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-03-11 14:59,37,5,4,4,3,4,3,6,3,3,3,4,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-03-12 11:06,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-03-12 11:06,43,11,4,5,4,3,3,7,4,5,4,4,,,,,,,,,,,,,,,,,
Olaf,Bochum Volkspark Langendreer ,NORMAL,2021-03-12 11:06,42,10,3,6,4,4,4,6,4,5,3,3,,,,,,,,,,,,,,,,,
Par,Bochum Volkspark Langendreer ,NORMAL,2021-03-12 11:53,32,,3,4,3,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,
Julian,Bochum Volkspark Langendreer ,NORMAL,2021-03-12 11:53,43,11,3,4,3,4,2,7,4,5,7,4,,,,,,,,,,,,,,,,,
